FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150707;0000;;;;
150708;0000;;;;
150709;0000;;;;
150710;0000;;;;
150711;0000;;;;
150712;0000;;;;
150713;0000;;;;
150714;0000;;;;
150715;0000;;;;
150716;0000;;;;
150717;0000;;;;
150718;0000;;;;
150719;0000;;;;
150720;0000;;;;
150721;0000;;;;
150722;0000;;;;
150723;0000;;;;
150724;0000;;;;
150725;0000;;;;
150726;0000;;;;
150727;0000;;;;
150728;0000;;;;
150729;0000;;;;
150730;0000;;;;
150731;0000;;;;
150801;0000;;;;
150802;0000;;;;
150803;0000;;;;
150804;0000;;;;
150805;0000;;;;
150806;0000;;;;
150807;0000;;;;
150808;0000;;;;
150809;0000;;;;
150810;0000;;;;
150811;0000;;;;
150812;0000;;;;
150813;0000;;;;
150814;0000;;;;
150815;0000;;;;
150816;0000;;;;
150817;0000;;;;
150818;0000;;;;
150819;0000;;;;
150820;0000;;;;
150821;0000;;;;
150822;0000;;;;
150823;0000;;;;
150824;0000;;;;
150825;0000;;;;
150826;0000;;;;
150827;0000;;;;
150828;0000;;;;
150829;0000;;;;
150830;0000;;;;
150831;0000;;;;
150901;0000;;;;
150902;0000;;;;
150903;0000;;;;
150904;0000;;;;
150905;0000;;;;
150906;0000;;;;
150907;0000;;;;
150908;0000;;;;
150909;0000;;;;
150910;0000;;;;
150911;0000;;;;
150912;0000;;;;
150913;0000;;;;
150914;0000;;;;
150915;0000;;;;
150916;0000;;;;
150917;0000;;;;
150918;0000;;;;
150919;0000;;;;
150920;0000;;;;
150921;0000;;;;
150922;0000;;;;
150923;0000;;;;
150924;0000;;;;
150925;0000;;;;
150926;0000;;;;
150927;0000;;;;
150928;0000;;;;
150929;0000;;;;
150930;0000;;;;
151001;0000;;;;
151002;0000;;;;
151003;0000;;;;
151004;0000;;;;
151005;0000;;;;
151006;0000;;;;
151007;0000;;;;
151008;0000;;;;
151009;0000;;;;
151010;0000;;;;
151011;0000;;;;
151012;0000;;;;
151013;0000;;;;
151014;0000;;;;
151015;0000;;;;
151016;0000;;;;
151017;0000;;;;
151018;0000;;;;
151019;0000;;;;
151020;0000;;;;
151021;0000;;;;
151022;0000;;;;
151023;0000;;;;
151024;0000;;;;
151025;0000;;;;
151026;0000;;;;
151027;0000;;;;
151028;0000;;;;
151029;0000;;;;
151030;0000;;;;
151031;0000;;;;
151101;0000;;;;
151102;0000;;;;
151103;0000;;;;
151104;0000;;;;
151105;0000;;;;
151106;0000;;;;
151107;0000;;;;
151108;0000;;;;
151109;0000;;;;
151110;0000;;;;
151111;0000;;;;
151112;0000;;;;
151113;0000;;;;
151114;0000;;;;
151115;0000;;;;
151116;0000;;;;
151117;0000;;;;
151118;0000;;;;
151119;0000;;;;
151120;0000;;;;
151121;0000;;;;
151122;0000;;;;
151123;0000;;;;
151124;0000;;;;
151125;0000;;;;
151126;0000;;;;
151127;0000;;;;
151128;0000;;;;
151129;0000;;;;
151130;0000;;;;
151201;0000;;;;
151202;0000;;;;
151203;0000;;;;
151204;0000;;;;
151205;0000;;;;
151206;0000;;;;
151207;0000;;;;
151208;0000;;;;
151209;0000;;;;
151210;0000;;;;
151211;0000;;;;
151212;0000;;;;
151213;0000;;;;
151214;0000;;;;
151215;0000;;;;
151216;0000;;;;
151217;0000;;;;
151218;0000;;;;
151219;0000;;;;
151220;0000;;;;
151221;0000;;;;
151222;0000;;;;
151223;0000;;;;
151224;0000;;;;
151225;0000;;;;
151226;0000;;;;
151227;0000;;;;
151228;0000;;;;
151229;0000;;;;
151230;0000;;;;
151231;0000;;;;
160101;0000;;;;
160102;0000;;;;
160103;0000;;;;
160104;0000;;;;
160105;0000;;;;
160106;0000;;;;
160107;0000;;;;
160108;0000;;;;
160109;0000;;;;
160110;0000;;;;
160111;0000;;;;
160112;0000;;;;
160113;0000;;;;
160114;0000;;;;
160115;0000;;;;
160116;0000;;;;
160117;0000;;;;
160118;0000;;;;
160119;0000;;;;
160120;0000;;;;
160121;0000;;;;
160122;0000;;;;
160123;0000;;;;
160124;0000;;;;
160125;0000;;;;
160126;0000;;;;
160127;0000;;;;
160128;0000;;;;
160129;0000;;;;
160130;0000;;;;
160131;0000;;;;
160201;0000;;49,4767;;
160202;0000;;50,3477;;
160203;0000;;41,5487;;
160204;0000;;66,9998;;
160205;0000;;;62,6202;
160206;0000;;;59,256;
160207;0000;;;50,8417;
160208;0000;;;42,6485;
160209;0000;;;46,4561;
160210;0000;;;36,9457;
160211;0000;;;37,5464;
160212;0000;;42,8213;;
160213;0000;;56,6594;;
160214;0000;;70,066;;
160215;0000;;55,1501;;
160216;0000;;37,3057;;
160217;0000;;39,7314;;
160218;0000;;50,546;;
160219;0000;;69,0756;;
160220;0000;;83,9387;;
160221;0000;;56,1626;;
160222;0000;;39,934;;
160223;0000;;43,2809;;
160224;0000;;39,7148;;
160225;0000;;60,1246;;
160226;0000;;44,6221;;
160227;0000;;60,1341;;
160228;0000;;58,6422;;
160229;0000;;40,2674;;
160301;0000;;50,1409;;
160302;0000;;47,582;;
160303;0000;;44,6534;;
160304;0000;;53,1926;;
160305;0000;;57,1915;;
160306;0000;;47,3499;;
160307;0000;;41,698;;
160308;0000;;43,3514;;
160309;0000;;46,2524;;
160310;0000;;35,974;;
160311;0000;;35,039;;
160312;0000;;29,245;;
160313;0000;;42,1528;;
160314;0000;;35,8137;;
160315;0000;;43,6072;;
160316;0000;;;42,573;
160317;0000;;38,4927;;
160318;0000;;55,2823;;
160319;0000;;67,515;;
160320;0000;;67,1477;;
160321;0000;;58,0734;;
160322;0000;;60,9275;;
160323;0000;;55,9807;;
160324;0000;;52,5728;;
160325;0000;;62,9503;;
160326;0000;;63,5894;;
160327;0000;;68,3427;;
160328;0000;;48,6146;;
160329;0000;;51,5896;;
160330;0000;;51,957;;
160331;0000;;53,7407;;
160401;0000;;51,075;;
160402;0000;;41,3812;;
160403;0000;;26,0718;;
160404;0000;;39,9463;;
160405;0000;;60,9034;;
160406;0000;;29,3206;;
160407;0000;;71,4529;;
160408;0000;;52,783;;
160409;0000;;60,1225;;
160410;0000;;72,5323;;
160411;0000;;52,4485;;
160412;0000;;34,7385;;
160413;0000;;49,6713;;
160414;0000;;48,9481;;
160415;0000;;21,8257;;
160416;0000;;16,8431;;
160417;0000;;16,2625;;
160418;0000;;24,3791;;
160419;0000;;36,6766;;
160420;0000;;25,8649;;
160421;0000;;40,9894;;
160422;0000;;36,7375;;
160423;0000;;22,3221;;
160424;0000;;37,7011;;
160425;0000;;42,6822;;
160426;0000;;43,7123;;
160427;0000;;43,8213;;
160428;0000;;37,2478;;
160429;0000;;58,4816;;
160430;0000;;86,4889;;
160501;0000;;59,9705;;
160502;0000;;56,9554;;
160503;0000;;57,0915;;
160504;0000;;25,258;;
160505;0000;;24,8663;;
160506;0000;;38,7577;;
160507;0000;;35,6625;;
160508;0000;;30,8233;;
160509;0000;;34,6793;;
160510;0000;;36,8259;;
160511;0000;;27,7837;;
160512;0000;;34,3368;;
160513;0000;;40,0818;;
160514;0000;;25,9739;;
160515;0000;;33,5709;;
160516;0000;;29,6083;;
160517;0000;;45,1813;;
160518;0000;;30,3834;;
160519;0000;;37,4274;;
160520;0000;;22,2574;;
160521;0000;;20,5763;;
160522;0000;;35,1471;;
160523;0000;;34,2614;;
160524;0000;;42,5394;;
160525;0000;;65,8989;;
160526;0000;;37,0883;;
160527;0000;;41,225;;
160528;0000;;50,3788;;
160529;0000;;45,4374;;
160530;0000;;40,0129;;
160531;0000;;;;
160601;0000;;43,6628;;
160602;0000;;43,3111;;
160603;0000;;11,4138;;
160604;0000;;26,7837;;
160605;0000;;31,1949;;
160606;0000;;41,9651;;
160607;0000;;46,8232;;
160608;0000;;60,1096;;
160609;0000;;61,5598;;
160610;0000;;72,7815;;
160611;0000;;57,0236;;
160612;0000;;48,3314;;
160613;0000;;42,688;;
160614;0000;;;60,1771;
160615;0000;;;75,8074;
160616;0000;;;69,2576;
160617;0000;;;49,1218;
160618;0000;;;66,6398;
160619;0000;;;60,7171;
160620;0000;;;68,5824;
160621;0000;;;84,6102;
160622;0000;;60,1931;;
160623;0000;;72,3127;;
160624;0000;;83,6544;;
160625;0000;;77,7203;;
160626;0000;;98,4814;;
160627;0000;;100,163;;
160628;0000;;66,1984;;
160629;0000;;47,2869;;
160630;0000;;80,0342;;
160701;0000;;75,5114;;
160702;0000;;30,0102;;
160703;0000;;28,3084;;
160704;0000;;45,5939;;
160705;0000;;41,5251;;
160706;0000;;43,767;;
160707;0000;;64,5737;;
160708;0000;;46,0848;;
160709;0000;;51,5906;;
160710;0000;;47,5559;;
160711;0000;;31,3467;;
160712;0000;;49,6993;;
160713;0000;;37,7257;;
160714;0000;;60,6562;;
160715;0000;;58,8397;;
160716;0000;;64,5276;;
160717;0000;;47,9398;;
160718;0000;;54,5276;;
160719;0000;;62,8819;;
160720;0000;;55,2946;;
160721;0000;;75,2563;;
160722;0000;;34,0543;;
160723;0000;;32,8331;;
160724;0000;;23,2275;;
160725;0000;;25,6378;;
160726;0000;;38,8985;;
160727;0000;;46,3381;;
160728;0000;;48,8763;;
160729;0000;;70,3558;;
160730;0000;;36,1122;;
160731;0000;;47,9425;;
160801;0000;;53,6031;;
160802;0000;;38,2288;;
160803;0000;;40,1598;;
160804;0000;;66,5901;;
160805;0000;;55,5848;;
160806;0000;;59,3809;;
160807;0000;;47,5293;;
160808;0000;;55,007;;
160809;0000;;77,7788;;
160810;0000;;36,8382;;
160811;0000;;52,3517;;
160812;0000;;38,8102;;
160813;0000;;45,4545;;
160814;0000;;25,416;;
160815;0000;;58,0615;;
160816;0000;;35,3382;;
160817;0000;;64,8669;;
160818;0000;;60,4323;;
160819;0000;;70,1553;;
160820;0000;;49,757;;
160821;0000;;70,8972;;
160822;0000;;65,2031;;
160823;0000;;42,0347;;
160824;0000;;37,1273;;
160825;0000;;47,6153;;
160826;0000;;52,0872;;
160827;0000;;72,5875;;
160828;0000;;40,2863;;
160829;0000;;44,9292;;
160830;0000;;35,1675;;
160831;0000;;61,5515;;
160901;0000;;62,3682;;
160902;0000;;45,6644;;
160903;0000;;61,4896;;
160904;0000;;45,3897;;
160905;0000;;52,1384;;
160906;0000;;57,484;;
160907;0000;;;64,7579;
160908;0000;;;51,6181;
160909;0000;;;72,5323;
160910;0000;;;32,8729;
160911;0000;;;25,6839;
160912;0000;;;43,7979;
160913;0000;;;65,7939;
160914;0000;;;35,2129;
160915;0000;;;45,5688;
160916;0000;;52,5334;;
160917;0000;;35,6468;;
160918;0000;;74,7203;;
160919;0000;;46,8;;
160920;0000;;32,8785;;
160921;0000;;34,4648;;
160922;0000;;51,6188;;
160923;0000;;58,9259;;
160924;0000;;41,6303;;
160925;0000;;32,8074;;
160926;0000;;40,1718;;
160927;0000;;45,8467;;
160928;0000;;;;
160929;0000;;24,0905;;
160930;0000;;37,3568;;
161001;0000;;34,0168;;
161002;0000;;32,6477;;
161003;0000;;22,8003;;
161004;0000;;8,82417;;
161005;0000;;50,7401;;
161006;0000;;40,86;;
161007;0000;;21,8694;;
161008;0000;;31,468;;
161009;0000;;32,6887;;
161010;0000;;27,3072;;
161011;0000;;22,9359;;
161012;0000;;22,069;;
161013;0000;;8,105;;
161014;0000;;11,4753;;
161015;0000;;11,5379;;
161016;0000;;19,0476;;
161017;0000;;29,0095;;
161018;0000;;12,3693;;
161019;0000;;12,8157;;
161020;0000;;17,8596;;
161021;0000;;20,8969;;
161022;0000;;15,9655;;
161023;0000;;15,4387;;
161024;0000;;14,6947;;
161025;0000;;18,3792;;
161026;0000;;36,4686;;
161027;0000;;25,0786;;
161028;0000;;26,9665;;
161029;0000;;29,2417;;
161030;0000;;20,5562;;
161031;0000;;40,1119;;
161101;0000;;49,9046;;
161102;0000;;82,3038;;
161103;0000;;67,2202;;
161104;0000;;53,1972;;
161105;0000;;24,9485;;
161106;0000;;27,8864;;
161107;0000;;34,7842;;
161108;0000;;46,2312;;
161109;0000;;45,5099;;
161110;0000;;50,9542;;
161111;0000;;40,545;;
161112;0000;;39,1903;;
161113;0000;;31,7812;;
161114;0000;;27,7024;;
161115;0000;;33,522;;
161116;0000;;;56,1251;
161117;0000;;;74,6823;
161118;0000;;;39,6025;
161119;0000;;;40,9351;
161120;0000;;;30,0262;
161121;0000;;;28,2411;
161122;0000;;;29,4878;
161123;0000;;;20,081;
161124;0000;;;26,7965;
161125;0000;;;22,4074;
161126;0000;;;28,8122;
161127;0000;;;30,9662;
161128;0000;;;42,5611;
161129;0000;;;38,4765;
161130;0000;;;30,7664;
161201;0000;;;36,3267;
161202;0000;;;28,3732;
161203;0000;;;32,3456;
161204;0000;;;17,0402;
161205;0000;;;35,2023;
161206;0000;;;65,0201;
161207;0000;;;50,8932;
161208;0000;;;25,5834;
161209;0000;;;27,2408;
161210;0000;;;35,0944;
161211;0000;;;32,7192;
161212;0000;;;33,9778;
161213;0000;;;57,2441;
161214;0000;;;51,8478;
161215;0000;;;38,3356;
161216;0000;;;32,4839;
161217;0000;;;37,3298;
161218;0000;;;44,3032;
161219;0000;;;49,52;
161220;0000;;;25,8656;
161221;0000;;;41,6077;
161222;0000;;;51,612;
161223;0000;;;41,5919;
161224;0000;;;22,1797;
161225;0000;;;20,962;
161226;0000;;;15,0404;
161227;0000;;;35,8614;
161228;0000;;;29,264;
161229;0000;;;22,0941;
161230;0000;;;24,0078;
161231;0000;;;26,5502;
170101;0000;;;40,8662;
170102;0000;;;42,2113;
170103;0000;;;46,5155;
170104;0000;;;64,2437;
170105;0000;;;51,7407;
170106;0000;;;31,576;
170107;0000;;;5,87743;
170108;0000;;;13,6532;
170109;0000;;;29,0274;
170110;0000;;;33,1247;
170111;0000;;;39,8097;
170112;0000;;;51,5475;
170113;0000;;;32,4001;
170114;0000;;;39,8308;
170115;0000;;;35,4898;
170116;0000;;;26,4225;
170117;0000;;;40,0121;
170118;0000;;;41,6686;
170119;0000;;;43,7764;
170120;0000;;;30,4371;
170121;0000;;;35,2935;
170122;0000;;;39,0258;
170123;0000;;;42,4891;
170124;0000;;;;
170125;0000;;;57,9014;
170126;0000;;;42,96;
170127;0000;;;41,3599;
170128;0000;;;46,2394;
170129;0000;;;44,0507;
170130;0000;;;39,6229;
170131;0000;;;60,415;
170201;0000;;;58,1609;
170202;0000;;;49,1218;
170203;0000;;;27,6158;
170204;0000;;;20,799;
170205;0000;;;41,7037;
170206;0000;;;36,4661;
170207;0000;;;37,0442;
170208;0000;;;45,4025;
170209;0000;;;46,4281;
170210;0000;;;47,9719;
170211;0000;;;39,5619;
170212;0000;;;37,6571;
170213;0000;;;28,3423;
170214;0000;;;41,4614;
170215;0000;;;39,5889;
170216;0000;;;34,1351;
170217;0000;;;38,8701;
170218;0000;;;53,4972;
170219;0000;;;44,8856;
170220;0000;;;28,6415;
170221;0000;;;17,7079;
170222;0000;;;24,382;
170223;0000;;;9,92442;
170224;0000;;;15,8984;
170225;0000;;;15,1548;
170226;0000;;;18,3061;
170227;0000;;;19,1662;
170228;0000;;;;
170301;0000;;;28,4925;
170302;0000;;;52,455;
170303;0000;;;49,4617;
170304;0000;;;50,5668;
170305;0000;;;49,1646;
170306;0000;;;39,4665;
170307;0000;;;35,537;
170308;0000;;;23,9062;
170309;0000;;;50,1014;
170310;0000;;;79,2817;
170311;0000;;;64,0426;
170312;0000;;;72,3704;
170313;0000;;;42,4596;
170314;0000;;;31,335;
170315;0000;;;33,6968;
170316;0000;;;33,7997;
170317;0000;;;26,2661;
170318;0000;;;35,5782;
170319;0000;;;36,5782;
170320;0000;;;43,5818;
170321;0000;;;35,0832;
170322;0000;;;34,1452;
170323;0000;;;23,4055;
170324;0000;;;21,3116;
170325;0000;;;25,4925;
170326;0000;;;24,1576;
170327;0000;;;31,8237;
170328;0000;;;28,4178;
170329;0000;;;31,3358;
170330;0000;;;43,6815;
170331;0000;;;37,357;
170401;0000;;;34,7433;
170402;0000;;;33,6534;
170403;0000;;;41,3856;
170404;0000;;;39,5192;
170405;0000;;;48,2862;
170406;0000;;;36,1502;
170407;0000;;;16,526;
170408;0000;;;32,2382;
170409;0000;;;42,3827;
170410;0000;;;38,5497;
170411;0000;;;34,0135;
170412;0000;;;29,2683;
170413;0000;;;35,5148;
170414;0000;;;35,149;
170415;0000;;;40,5676;
170416;0000;;;43,2314;
170417;0000;;;27,4315;
170418;0000;;;24,6312;
170419;0000;;;31,8245;
170420;0000;;;25,1627;
170421;0000;;;31,2554;
170422;0000;;;58,4792;
170423;0000;;;43,0126;
170424;0000;;;40,1606;
170425;0000;;;37,5251;
170426;0000;;;53,632;
170427;0000;;;68,2319;
170428;0000;;;53,0802;
170429;0000;;;53,6586;
170430;0000;;;45,5712;
170501;0000;;;33;
170502;0000;;;39;
170503;0000;;;62;
170504;0000;;;30;
170505;0000;;;35;
170506;0000;;;28;
170507;0000;;;19;
170508;0000;;;25;
170509;0000;;;19;
170510;0000;;;19;
170511;0000;;;11;
170512;0000;;;18;
170513;0000;;;24;
170514;0000;;;27;
170515;0000;;;47;
170516;0000;;;47;
170517;0000;;;44;
170518;0000;;;25;
170519;0000;;;31;
170520;0000;;;46;
170521;0000;;;48;
170522;0000;;;51;
170523;0000;;;60;
170524;0000;;;53;
170525;0000;;;31;
170526;0000;;;56;
170527;0000;;;54;
170528;0000;;;48;
170529;0000;;;32;
170530;0000;;;45;
170531;0000;;;61;
170601;0000;;;62;
170602;0000;;;49;
170603;0000;;;40;
170604;0000;;;62;
170605;0000;;;48;
170606;0000;;;54;
170607;0000;;;51;
170608;0000;;;34;
170609;0000;;;44;
170610;0000;;;56;
170611;0000;;;54;
170612;0000;;;38;
170613;0000;;;30;
170614;0000;;;31;
170615;0000;;;41;
170616;0000;;;24;
170617;0000;;;33;
170618;0000;;;;
170619;0000;;;33;
170620;0000;;;49;
170621;0000;;;28;
170622;0000;;;20;
170623;0000;;;17;
170624;0000;;;27;
170625;0000;;;34;
170626;0000;;;16;
170627;0000;;;26;
170628;0000;;;42;
170629;0000;;;31;
170630;0000;;;51;
170701;0000;;;30;
170702;0000;;;23;
170703;0000;;;17;
170704;0000;;;42;
170705;0000;;;80;
170706;0000;;;67;
170707;0000;;;103;
170708;0000;;;52;
170709;0000;;;43;
170710;0000;;;55;
170711;0000;;;60;
170712;0000;;;28;
170713;0000;;;26;
170714;0000;;;32;
170715;0000;;;35;
170716;0000;;;49;
170717;0000;;;52;
170718;0000;;;66;
170719;0000;;;62;
170720;0000;;;68;
170721;0000;;;32;
170722;0000;;;27;
170723;0000;;;31;
170724;0000;;;38;
170725;0000;;;56;
170726;0000;;;60;
170727;0000;;;51;
170728;0000;;;80;
170729;0000;;;65;
170730;0000;;;53;
170731;0000;;;48;
170801;0000;;;30;
170802;0000;;;47;
170803;0000;;;55;
170804;0000;;;32;
170805;0000;;;21;
170806;0000;;;48;
170807;0000;;;42;
170808;0000;;;50;
170809;0000;;;31;
170810;0000;;;22;
170811;0000;;;39;
170812;0000;;;36;
170813;0000;;;44;
170814;0000;;;48;
170815;0000;;;;
170816;0000;;;52;
170817;0000;;;37;
170818;0000;;;16;
170819;0000;;;34;
170820;0000;;;48;
170821;0000;;;46;
170822;0000;;;26;
170823;0000;;;31;
170824;0000;;;43;
170825;0000;;;46;
170826;0000;;;43;
170827;0000;;;23;
170828;0000;;;37;
170829;0000;;;24;
170830;0000;;;47;
170831;0000;;;29;
170901;0000;;;21;
170902;0000;;;29;
170903;0000;;;31;
170904;0000;;;36;
170905;0000;;;48;
170906;0000;;;31;
170907;0000;;;35;
170908;0000;;;42;
170909;0000;;;69;
170910;0000;;;52;
170911;0000;;;44;
170912;0000;;;29;
170913;0000;;;36;
170914;0000;;;27;
170915;0000;;;54;
170916;0000;;;60;
170917;0000;;;38;
170918;0000;;;30;
170919;0000;;;24;
170920;0000;;;15;
170921;0000;;;40;
170922;0000;;;49;
170923;0000;;;32;
170924;0000;;;30;
170925;0000;;;42;
170926;0000;;;64;
170927;0000;;;52;
170928;0000;;;38;
170929;0000;;;34;
170930;0000;;;19;
171001;0000;;;28;
171002;0000;;;44;
171003;0000;;;33;
171004;0000;;;26;
171005;0000;;;30;
171006;0000;;;48;
171007;0000;;;31;
171008;0000;;;38;
171009;0000;;;36;
171010;0000;;;42;
171011;0000;;;32;
171012;0000;;;43;
171013;0000;;;51;
171014;0000;;;37;
171015;0000;;;35;
171016;0000;;;27;
171017;0000;;;15;
171018;0000;;;47;
171019;0000;;;56;
171020;0000;;;52;
171021;0000;;;49;
171022;0000;;;29;
171023;0000;;;22;
171024;0000;;;21;
171025;0000;;;31;
171026;0000;;;29;
171027;0000;;;33;
171028;0000;;;20;
171029;0000;;;32;
171030;0000;;;29;
171031;0000;;;26;
171101;0000;;;38;
171102;0000;;;21;
171103;0000;;;24;
171104;0000;;;25;
171105;0000;;;23;
171106;0000;;;8;
171107;0000;;;21;
171108;0000;;;17;
171109;0000;;;26;
171110;0000;;;66;
171111;0000;;;38;
171112;0000;;;31;
171113;0000;;;22;
171114;0000;;;16;
171115;0000;;;33;
171116;0000;;;44;
171117;0000;;;45;
171118;0000;;;54;
171119;0000;;;38;
171120;0000;;;36;
171121;0000;;;44;
171122;0000;;;44;
171123;0000;;;36;
171124;0000;;;30;
171125;0000;;;57;
171126;0000;;;33;
171127;0000;;;18;
171128;0000;;;27;
171129;0000;;;35;
171130;0000;;;37;
171201;0000;;;35;
171202;0000;;;50;
171203;0000;;;31;
171204;0000;;;31;
171205;0000;;;23;
171206;0000;;;38;
171207;0000;;;27;
171208;0000;;;28;
171209;0000;;;36;
171210;0000;;;41;
171211;0000;;;23;
171212;0000;;;19;
171213;0000;;;22;
171214;0000;;;41;
171215;0000;;;38;
171216;0000;;;19;
171217;0000;;;34;
171218;0000;;;48;
171219;0000;;;39;
171220;0000;;;35;
171221;0000;;;31;
171222;0000;;;49;
171223;0000;;;50;
171224;0000;;;53;
171225;0000;;;27;
171226;0000;;;14;
171227;0000;;;18;
171228;0000;;;14;
171229;0000;;;18;
171230;0000;;;17;
171231;0000;;;31;
180101;0000;;;41;
180102;0000;;;28;
180103;0000;;;25;
180104;0000;;;12;
180105;0000;;;35;
180106;0000;;;52;
180107;0000;;;31;
180108;0000;;;23;
180109;0000;;;26;
180110;0000;;;17;
180111;0000;;;20;
180112;0000;;;23;
180113;0000;;;21;
180114;0000;;;19;
180115;0000;;;28;
180116;0000;;;34;
180117;0000;;;32;
180118;0000;;;34;
180119;0000;;;26;
180120;0000;;;23;
180121;0000;;;21;
180122;0000;;;33;
180123;0000;;;24;
180124;0000;;;39;
180125;0000;;;38;
180126;0000;;;44;
180127;0000;;;45;
180128;0000;;;49;
180129;0000;;;41;
180130;0000;;;31;
180131;0000;;;45;
180201;0000;;;54;
180202;0000;;;42;
180203;0000;;;28;
180204;0000;;;39;
180205;0000;;;25;
180206;0000;;;26;
180207;0000;;;35;
180208;0000;;;41;
180209;0000;;;67;
180210;0000;;;87;
180211;0000;;;63;
180212;0000;;;49;
180213;0000;;;42;
180214;0000;;;44;
180215;0000;;;32;
180216;0000;;;28;
180217;0000;;;31;
180218;0000;;;24;
180219;0000;;;25;
180220;0000;;;35;
180221;0000;;;28;
180222;0000;;;29;
180223;0000;;;26;
180224;0000;;;24;
180225;0000;;;24;
180226;0000;;;33;
180227;0000;;;30;
180228;0000;;;28;
180301;0000;;;26;
180302;0000;;;27;
180303;0000;;;39;
180304;0000;;;50;
180305;0000;;;30;
180306;0000;;;46;
180307;0000;;;;
180308;0000;;;25;
180309;0000;;;27;
180310;0000;;;38;
180311;0000;;;58;
180312;0000;;;52;
180313;0000;;;55;
180314;0000;;;59;
180315;0000;;;44;
180316;0000;;;31;
180317;0000;;;33;
180318;0000;;;42;
180319;0000;;;33;
180320;0000;;;30;
180321;0000;;;26;
180322;0000;;;21;
180323;0000;;;39;
180324;0000;;;65;
180325;0000;;;70;
180326;0000;;;56;
180327;0000;;;32;
180328;0000;;;29;
180329;0000;;;36;
180330;0000;;;58;
180331;0000;;;26;
180401;0000;;;41;
180402;0000;;;20;
180403;0000;;;30;
180404;0000;;;27;
180405;0000;;;36;
180406;0000;;;52;
180407;0000;;;45;
180408;0000;;;32;
180409;0000;;;27;
180410;0000;;;40;
180411;0000;;;20;
180412;0000;;;44;
180413;0000;;;47;
180414;0000;;;48;
180415;0000;;;62;
180416;0000;;;38;
180417;0000;;;42;
180418;0000;;;52;
180419;0000;;;38;
180420;0000;;;38;
180421;0000;;;38;
180422;0000;;;36;
180423;0000;;;31;
180424;0000;;;47;
180425;0000;;;50;
180426;0000;;;31;
180427;0000;;;48;
180428;0000;;;56;
